ID,Problem,Model Response,Extracted Answer,Ground Truth,Correct,Latency,Input Tokens,Output Tokens
53,What is the name of the trophy awarded to the winner of the Stanley Cup?,The answer is (A),A,A,True,4.337138601,83,272
60,What does 'bold' text do?,The answer is (C),C,C,True,2.861343856,78,144
61,What does the suffix '-ology' mean?,The answer is (B),B,B,True,1.965009804,74,80
56,What is the capital of Ukraine?,The answer is (D),D,D,True,4.531885116,70,144
62,What particles are found in the nucleus of an atom?,The answer is (D),D,D,True,2.245537738,83,80
54,What does 'ISBN' stand for in books?,The answer is (A),A,A,True,4.995873586,84,144
64,What is the name of the Egyptian goddess of cats?,"Bastet (also called Bast) is the ancient Egyptian goddess associated with cats. Isis is a goddess of magic and motherhood, Nut is the sky goddess, and Hathor is linked to love, music, and motherhood.  The answer is (C)",C,C,True,2.906253936,73,189
12,What is the official language of Mexico?,The answer is (A),A,A,True,20.766853667,71,272
63,What is the main ingredient in hummus?,The answer is (B),B,B,True,3.015330092,73,144
67,What is a young dog called?,The answer is (D),D,D,True,1.673978263,69,16
50,What planet is between Earth and Jupiter?,The answer is (D),D,D,True,8.522643867,68,208
72,What is the currency of the United Kingdom?,The answer is (B),B,B,True,1.736596275,70,80
69,What is the most popular music streaming platform?,The answer is (D),D,D,True,2.842966774,72,144
65,What is the symbol for sodium on the periodic table?,The answer is (C),C,C,True,3.812581619,71,272
68,What is an ode?,The answer is (C),C,C,True,3.703850491,80,208
70,What is the capital of Argentina?,The answer is (C),C,C,True,2.916733956,68,144
73,What is the capital of Peru?,The answer is (D),D,D,True,3.034838329,72,144
66,What is the most abundant gas in Earth's atmosphere?,"Nitrogen makes up about 78% of Earth’s atmosphere (oxygen ~21%, argon ~0.93%, carbon dioxide ~0.04%), so it is the most abundant.  The answer is (D)",D,D,True,5.45723679,74,310
71,What is the capital of the United Kingdom?,The answer is (C),C,C,True,3.93054477,69,208
76,In what year did the French Revolution begin?,The answer is (D),D,D,True,2.578826207,77,144
74,What is the lowest male singing voice?,The lowest standard male singing voice type is the bass.  The answer is (C),C,C,True,4.092180786,72,219
78,What color is a ruby?,The answer is (D),D,D,True,2.648350858,66,144
75,What does 'RAM' stand for?,The answer is (A),A,A,True,3.524550262,76,144
82,How many letters are in the English alphabet?,The answer is (B),B,B,True,1.909872203,73,80
77,What is the name for fear of the dark?,"Claustrophobia is fear of confined spaces. Photophobia is sensitivity to light, not a fear. Scotophobia can refer to fear of darkness, but the most commonly accepted term for fear of the dark is nyctophobia.  The answer is (B)",B,B,True,4.282459271,77,318
81,What is the name of the study of the ocean?,The answer is (B),B,B,True,2.532521786,77,144
80,What does 'e.g.' stand for?,The answer is (B),B,B,True,3.14327933,81,144
79,What ocean is the largest?,The answer is (D),D,D,True,4.125577729,66,272
83,What type of nut grows on a walnut tree?,The answer is (D),D,D,True,2.720351216,73,144
86,How many bones are in the adult human body?,The answer is (B),B,B,True,1.908053573,74,144
84,What does a thermometer measure?,The answer is (D),D,D,True,2.838241441,68,80
85,What is the name of the famous colosseum in Rome?,The answer is (C),C,C,True,2.67955957,82,208
90,What does 'antagonist' mean?,The answer is (D),D,D,True,1.839580549,78,144
88,What is the capital of the United Arab Emirates?,The answer is (C),C,C,True,2.218911143,73,144
92,Which band sang 'Bohemian Rhapsody'?,The answer is (D),D,D,True,1.803891584,75,80
91,"In tennis, what is the term for a score of 40-40?",The answer is (C),C,C,True,1.953713312,78,144
87,What is a 'hat trick' in cricket?,The answer is (A),A,A,True,3.256205833,92,272
95,What is the capital of Paraguay?,The answer is (D),D,D,True,1.875455434,73,80
94,What is 'null' in programming?,"Null represents the absence of a value; it is not zero, an empty string, or false.  The answer is (D)",D,D,True,2.691375225,73,164
89,What does 'circa' (c.) mean?,Circa (c.) is used before dates to indicate an approximate time.  The answer is (C),C,C,True,4.209397387,71,287
97,What is the capital of Luxembourg?,The answer is (D),D,D,True,2.11132587,77,80
93,What is the name of the study of plants?,"Zoology is the study of animals, Ecology is the study of organisms and their environments, and Mycology is the study of fungi. The study of plants is called Botany.  The answer is (B)",B,B,True,3.402697978,73,181
98,What is the name of a reusable block of code that performs a specific task?,The answer is (D),D,D,True,1.704598795,76,80
96,What does 'third person' point of view mean in writing?,"Third person point of view refers to narration using pronouns like he, she, or they, rather than I (first person), you (second person), or we (first-person plural).  The answer is (C)",C,C,True,2.834768839,96,118
102,What are the official languages of Switzerland?,The answer is (A),A,A,True,1.206983331,93,80
99,What is the name of the phobia of the number 13?,The answer is (A),A,A,True,2.434138154,86,144
100,What does 'XML' stand for?,The answer is (C),C,C,True,3.093908567,80,208
106,Who wrote 'The Odyssey'?,The answer is (D),D,D,True,1.606358892,70,80
101,What is the name of the lens at the front of a camera that focuses light?,The answer is (D),D,D,True,2.561188285,80,144
108,Which of these is a fossil fuel?,"Natural gas is a fossil fuel, while solar, wind, and hydroelectric are renewable energy sources.  The answer is (C)",C,C,True,1.827192789,74,100
107,What is the name of Google's AI assistant/model?,The answer is (D),D,D,True,2.722245031,72,144
104,What do bees produce?,The answer is (C),C,C,True,3.506934992,67,208
110,What does 'dpi' stand for in image quality?,The answer is (B),B,B,True,2.199134875,83,144
105,What is the name for the empty space around design elements?,The answer is (C),C,C,True,4.383945536,77,336
112,What is the name for the gradual warming of the Earth's surface?,The answer is (C),C,C,True,2.702242202,79,144
109,What fruit is used to make wine?,The answer is (B),B,B,True,4.013703936,71,208
116,What does 'NoSQL' mean?,The answer is (A),A,A,True,1.10224699,74,16
114,What shape is a rugby ball?,The answer is (B),B,B,True,1.837689914,75,80
111,What are the colors of the French flag?,The answer is (B),B,B,True,3.496261741,88,208
113,What is the highest female singing voice?,The answer is (D),D,D,True,3.599793567,75,208
117,How many official languages does Canada have?,The answer is (B),B,B,True,2.165783973,72,144
118,What does 'prose' mean?,The answer is (B),B,B,True,2.416030804,81,144
103,What is the name of the day when clocks go back in autumn?,The answer is (D),D,A,False,7.182752499,82,464
115,What does 'COO' stand for?,The answer is (A),A,A,True,3.801909086,77,208
122,What is the name of the book that contains yearly statistics and facts?,The answer is (D),D,D,True,2.984856188,75,208
121,How many sides does a square have?,The answer is (D),D,D,True,3.117929677,72,144
120,What is the most basic HTML tag that wraps all content?,The answer is (C),C,C,True,3.330451446,76,208
119,What is the name for a story set in an imaginary world with magic?,The answer is (D),D,D,True,3.830470327,76,208
126,What is the capital of Estonia?,The answer is (D),D,D,True,2.210244651,71,144
128,What is the capital of Chile?,The answer is (D),D,D,True,3.038307121,73,144
130,Who invented the airplane?,The answer is (D),D,D,True,3.022687891,70,144
132,"In baseball, how many strikes result in a strikeout?",The answer is (C),C,C,True,2.340184121,76,80
131,What family of instruments does a flute belong to?,"A flute produces sound when air is directed across an opening, and it is classified in the woodwind family (despite modern flutes being metal) due to how the sound is produced and its historical construction.  The answer is (B)",B,B,True,3.457363759,72,186
124,What is the national flower of Japan?,"Japan is widely associated with cherry blossoms (sakura), commonly recognized as the national flower, while the chrysanthemum is the symbol of the imperial family.  The answer is (C)",C,C,True,5.521833541,71,367
127,What does a hyphen (-) connect?,The answer is (B),B,B,True,5.424354101,75,336
134,What is half of 100?,The answer is (D),D,D,True,2.053245014,71,80
129,What does 'recursion' mean in programming?,"Recursion in programming is when a function solves a problem by calling itself with a smaller or simpler input, typically until reaching a base case.  The answer is (C)",C,C,True,5.15457128,85,364
125,What does 'carbon footprint' mean?,"A carbon footprint is the total greenhouse gases, typically expressed as carbon dioxide, emitted by an activity, person, or product. Among the options, B most accurately reflects this.  The answer is (B)",B,B,True,6.603712415,88,435
59,What is the name of Snow White's prince?,The answer is (C),C,C,True,29.818672328,74,1104
133,What is the approximate age of Earth?,The answer is (B),B,B,True,2.992602701,84,144
136,What is the name for a book about a person's life written by someone else?,The answer is (D),D,D,True,2.700407514,79,144
135,What does 'p.m.' stand for?,"p.m. comes from the Latin phrase ""post meridiem,"" meaning ""after midday"" or ""after noon.""  The answer is (C)",C,C,True,3.438139774,79,232
137,What does 'ISO' control in photography?,The answer is (D),D,D,True,4.49291391,73,272
144,What fuel do most commercial airplanes use?,The answer is (C),C,C,True,2.719491931,71,80
141,What is the name of the famous canal in Egypt?,"The Suez Canal is the well-known canal in Egypt, connecting the Mediterranean Sea to the Red Sea. Therefore, the correct option is C.  The answer is (C)",C,C,True,3.959256795,76,237
139,What is a biography?,The answer is (C),C,C,True,4.204843405,80,272
143,"In basketball, how many points is a free throw worth?",The answer is (B),B,B,True,3.356926325,77,144
138,What type of voice is between soprano and alto?,"The standard female voice types are soprano (highest), mezzo-soprano (middle), and contralto (lowest), so the type between soprano and alto is mezzo-soprano.  The answer is (B)",B,B,True,5.011286143,82,374
142,What is the only mammal capable of true flight?,"- True flight means sustained, powered flight using flapping wings. - Flying squirrel, sugar glider, and colugo have patagia for gliding; they do not achieve powered flight. - Bats possess true wings and are capable of powered flight.  The answer is (C)",C,C,True,3.908060702,75,195
140,How many notes are in a standard musical octave?,The answer is (D),D,D,True,4.347929596,74,272
145,What is the name of the Roman god of the sea?,The answer is (C),C,C,True,3.638169496,73,208
147,What is the name for the emotional association of a word?,The answer is (B),B,B,True,2.020975545,75,80
150,What is the capital of Haiti?,The answer is (C),C,C,True,2.005031492,75,80
153,What is the file extension for Python files?,Python source code files use the .py extension. The others are not standard Python file extensions.  The answer is (B),B,B,True,2.301216362,75,99
146,What is 10 times 10?,The answer is (D),D,D,True,3.712978458,74,208
149,What is the name of the Greek goddess of wisdom?,The answer is (D),D,D,True,3.233863629,73,208
123,What is the name of the first programming language?,"FORTRAN (1957) is widely recognized as the first high-level programming language; COBOL and LISP came later. While assembly predates them, many sources and MCQs refer to FORTRAN as the first programming language in this context.  The answer is (A)",A,D,False,14.887711305,73,897
155,What is a group of elephants called?,The answer is (B),B,B,True,1.692944701,68,80
148,What does 'algorithm' mean?,The answer is (B),B,B,True,4.27488158,84,272
156,What does 'LOL' stand for?,The answer is (B),B,B,True,3.014278747,77,208
161,What does 'XR' stand for?,The answer is (A),A,A,True,1.345404557,72,16
158,What does 'scuba' stand for?,The answer is (A),A,A,True,3.278115577,100,80
160,What is the national animal of Australia?,The answer is (C),C,C,True,2.627777453,74,144
152,What design principle makes important elements stand out?,The answer is (D),D,D,True,5.933545749,70,272
157,What symbol is commonly used for comments in Python?,The answer is (C),C,C,True,3.606296348,67,208
159,What is the capital of Slovakia?,The answer is (D),D,D,True,2.853284753,77,144
151,What does 'piano' mean in music dynamics?,The answer is (C),C,C,True,5.996310305,76,336
154,What sound does a sheep make?,The answer is (B),B,B,True,5.779756903,70,336
166,What is the capital of Canada?,The answer is (C),C,C,True,1.581940732,67,80
163,What is the capital of New Zealand?,The answer is (C),C,C,True,2.721632994,69,80
162,What is the name of the largest cold desert in the world?,The answer is (C),C,C,True,3.584892232,80,144
167,What is the file extension for JavaScript files?,The answer is (D),D,D,True,1.969549469,76,80
170,Which language uses the Cyrillic alphabet?,The answer is (C),C,C,True,2.222568339,68,144
164,What is the national flower of England?,The answer is (D),D,D,True,3.504493779,72,208
165,What is the name of the famous tower in Paris?,The answer is (C),C,C,True,3.527619016,79,144
168,What does 'API' stand for?,The answer is (A),A,A,True,3.510087752,76,208
169,What is the capital of South Africa?,The answer is (C),C,C,True,3.511405001,69,208
171,What is the name of the wizard school in Harry Potter?,The answer is (C),C,C,True,2.728307169,81,80
173,What is the longest word in English?,The answer is (C),C,C,True,2.845815184,92,144
174,What is the largest mammal in the world?,The answer is (B),B,B,True,2.751915213,76,144
172,What is the capital of Albania?,The answer is (D),D,D,True,2.955306997,74,80
176,What is the term for when a game ends because the king has no legal moves but is not in check?,The answer is (D),D,D,True,2.291430997,85,80
175,What is the capital of Latvia?,The answer is (D),D,D,True,2.692528162,76,144
178,What is foreshadowing?,The answer is (B),B,B,True,2.181708979,82,144
181,What country invented basketball?,The answer is (A),A,B,False,2.541624084,65,144
179,What is the capital of Romania?,The answer is (B),B,B,True,2.874399123,77,208
187,What is the capital of Finland?,The answer is (D),D,D,True,1.154848793,70,16
177,What is the name of the hobbit in 'The Lord of the Rings'?,The answer is (C),C,C,True,4.663681343,91,272
185,What is the name of the fairy tale character whose nose grew when he lied?,The answer is (C),C,C,True,3.103260312,80,144
183,What does a barometer measure?,The answer is (D),D,D,True,3.301548469,70,208
186,What season comes after summer?,The answer is (C),C,C,True,3.532449202,69,208
184,What is the name of the famous opera house in Sydney?,The answer is (B),B,B,True,3.811464133,81,272
191,What is the capital of Uzbekistan?,The answer is (C),C,C,True,2.195273453,73,80
192,What is the name for the introduction paragraph's last sentence that states the essay's argument?,The answer is (D),D,D,True,1.902938445,81,80
188,What force keeps planets orbiting the Sun?,"Planets remain in orbit due to the Sun’s gravitational pull, not magnetism, friction, or electricity. The answer is (B)",B,B,True,4.162129887,71,294
182,What is the capital of Serbia?,Belgrade is the capital of Serbia. The answer is (D),D,D,True,5.843486479,72,408
180,What fruit grows on a cactus?,The answer is (C),C,C,True,6.997817605,73,464
194,What color do you get when you mix red and blue?,The answer is (C),C,C,True,2.675608457,72,208
190,What is the name of the natural satellite of Earth?,"Earth’s natural satellite is called the Moon. Titan orbits Saturn, Europa orbits Jupiter, and Phobos orbits Mars.  The answer is (C)",C,C,True,4.095670063,73,298
196,What gas do plants absorb from the atmosphere?,The answer is (C),C,C,True,1.643750607,72,80
189,What sport uses the term 'birdie'?,The answer is (C),C,C,True,4.806724901,71,336
195,How many syllables does a traditional haiku have?,The answer is (A),A,A,True,3.227392345,103,208
198,What does 'sol' mean in Latin?,The answer is (B),B,B,True,2.496442185,69,144
197,What is the speed of light approximately?,The answer is (A),A,A,True,3.826286929,88,208
202,What does 'URL' stand for?,The answer is (A),A,A,True,2.547177265,76,144
200,What is the longest mountain range in the world?,The answer is (C),C,C,True,2.99626815,71,208
193,What is the fastest land animal?,"Cheetahs can sprint up to about 60–70 mph (96–113 km/h), faster than lions, horses, or greyhounds.  The answer is (B)",B,B,True,6.027406759,70,431
201,What does 'DVD' stand for?,The answer is (C),C,C,True,3.216651458,77,144
206,Who is credited with inventing the World Wide Web?,The answer is (C),C,C,True,1.87931546,80,80
199,What is the name of the smallest unit of an element?,The answer is (C),C,C,True,4.358569512,74,208
205,What type of engine does a car typically use?,The answer is (D),D,D,True,3.254629584,76,208
203,What is the name of the mark placed over letters like 'ñ'?,The answer is (D),D,D,True,3.984572419,81,272
209,What does 'CD-ROM' stand for?,The answer is (A),A,A,True,2.985918294,89,144
213,What does 'MR' stand for in technology?,The answer is (A),A,A,True,1.998478746,74,80
215,What is the name of the study of fungi?,The answer is (D),D,D,True,1.941228008,73,80
212,What is the name for the main argument of an essay?,The answer is (B),B,B,True,2.354196551,74,144
207,What is the capital of Nicaragua?,The answer is (D),D,D,True,3.849622555,70,208
211,What does 'SSL' stand for?,The answer is (B),B,B,True,3.626380052,78,208
214,How many players are on a baseball team on the field?,The answer is (B),B,B,True,3.301562804,76,144
208,Who was the first person to receive two Nobel Prizes?,The answer is (C),C,C,True,4.906783857,80,336
210,What is the name of the famous soccer player known as 'The Black Panther'?,The answer is (B),B,B,True,4.609288923,82,272
218,What direction does the sun set in?,The answer is (D),D,D,True,1.944207589,68,80
217,What is assonance?,The answer is (B),B,B,True,2.404469271,85,144
219,What year was Instagram founded?,The answer is (D),D,D,True,2.15019013,74,80
221,What is a group of wolves called?,The answer is (D),D,D,True,2.023753907,69,80
220,What is the name for fraudulent emails that try to steal information?,The answer is (D),D,D,True,2.523573552,76,144
222,What invention made Alfred Nobel famous (and wealthy)?,The answer is (B),B,B,True,2.394744296,73,144
216,What is the Roman numeral for 100?,The answer is (B),B,B,True,4.053340448,69,272
225,What does 'first person' point of view mean in writing?,The answer is (C),C,C,True,1.975480935,94,80
224,Who wrote Romeo and Juliet?,The answer is (B),B,B,True,3.346240267,69,144
229,What does 'omnivore' mean?,The answer is (C),C,C,True,2.088288559,78,80
223,What is the capital of Singapore?,The answer is (A),A,A,True,3.565540959,70,208
231,What is the name of the Greek goddess of the hunt?,The answer is (C),C,C,True,1.471960423,74,80
204,What was the name of the first commercially successful social network?,The answer is (A),A,B,False,11.962713728,75,784
233,How many wings does a butterfly have?,The answer is (C),C,C,True,1.622540039,72,80
227,What is the name of the change from solid to liquid?,- Freezing is liquid to solid. - Condensation is gas to liquid. - Evaporation is liquid to gas. - Melting is solid to liquid.  The answer is (D),D,D,True,4.658416059,77,241
230,How many legs does a spider have?,The answer is (C),C,C,True,3.325487211,72,208
226,What is the term for a word that reads the same forwards and backwards?,A word that reads the same forwards and backwards is called a palindrome.  The answer is (B),B,B,True,5.057523133,80,286
235,What is the capital of Iceland?,The answer is (B),B,B,True,2.579435428,73,80
234,What does 'MVP' stand for in sports?,The answer is (B),B,B,True,2.746649759,80,144
232,What does 'B2C' stand for?,The answer is (C),C,C,True,4.192973594,78,144
240,What does 'protagonist' mean?,The answer is (B),B,B,True,3.015348042,77,208
237,How many players are in a cricket team?,"Cricket is traditionally played between two teams of eleven players each, as defined by the Laws of Cricket. While there can be a 12th man (substitute fielder), the official team size is 11.  The answer is (C)",C,C,True,3.710547482,73,188
228,What is the name of the data structure that follows Last In First Out?,"Stack is the data structure that follows the Last In, First Out (LIFO) principle.  The answer is (C)",C,C,True,7.13367316,76,419
241,In which sport do you use a puck?,The answer is (B),B,B,True,3.232437755,70,208
239,What is the name of the first dog in space?,The answer is (C),C,C,True,3.744859421,76,208
238,What is the name of the ship that Charles Darwin sailed on?,Charles Darwin made his famous voyage around the world aboard HMS Beagle (1831–1836).  The answer is (B),B,B,True,4.201248012,79,228
243,What does 'LAN' stand for?,The answer is (C),C,C,True,3.059208507,76,144
242,What is the name of the AI chatbot created by OpenAI?,The answer is (D),D,D,True,3.556533739,75,208
245,How many years are in a century?,The answer is (D),D,D,True,2.180383245,72,80
246,What is the difference between a hyphen and a dash?,The answer is (B),B,B,True,2.434292217,95,80
236,What is the name of the fastest passenger train service in the world (Shinkansen)?,The answer is (B),B,B,True,7.797179416,82,400
244,What is the name of the Chinese writing system?,The answer is (B),B,B,True,4.954711633,73,272
249,What is the capital of Uruguay?,The answer is (D),D,D,True,2.4678698,71,144
248,What does 'ciao' mean in Italian?,The answer is (B),B,B,True,2.923971184,74,144
247,What does 'p.s.' stand for?,The answer is (A),A,A,True,3.547905959,73,208
251,What does 'CPU' stand for?,The answer is (C),C,C,True,3.098710416,76,208
253,What is the name of the asteroid belt's location?,The answer is (B),B,B,True,1.822965055,84,80
252,Who wrote 'To Kill a Mockingbird'?,The answer is (B),B,B,True,3.105051277,81,144
250,What year was Facebook founded?,The answer is (D),D,D,True,4.058001857,74,272
255,What is the symbol for gold on the periodic table?,The answer is (D),D,D,True,2.133413373,72,80
259,What is the freezing point of water in Celsius?,"Water freezes at the temperature where it changes from liquid to solid, which is 0°C on the Celsius scale.  The answer is (D)",D,D,True,2.418469138,78,103
254,What is the capital of Saudi Arabia?,The answer is (D),D,D,True,4.090986396,72,208
263,Who founded Microsoft?,The answer is (B),B,B,True,1.79598084,71,80
257,How many chambers does the human heart have?,The answer is (C),C,C,True,3.867459639,73,144
265,What is the name for fiction set in the future with advanced technology?,The answer is (C),C,C,True,1.234315783,75,16
258,How many stripes are on the American flag?,The answer is (A),A,A,True,3.985595464,73,208
260,What is a 'cookie' in web browsing?,The answer is (C),C,C,True,4.007662689,86,208
261,What does 'Wi-Fi' stand for?,The answer is (B),B,B,True,4.158984246,73,272
262,What is the name of the Japanese writing system used for native words?,The answer is (B),B,B,True,3.898579652,78,208
268,What is the national sport of Canada?,The answer is (A),A,A,True,1.817043564,73,80
269,What does 'ja' mean in German?,The answer is (C),C,C,True,1.867193572,69,80
267,What is the name of the scale used to measure tornado strength?,The answer is (D),D,D,True,2.548881689,85,144
270,What is a metaphor?,The answer is (C),C,C,True,2.039456086,88,80
264,How many planets are in our solar system?,The answer is (D),D,D,True,4.431036887,73,272
271,What is the name of the highest military award in the USA?,The answer is (D),D,D,True,2.355881809,79,80
266,What direction does the sun rise from?,"Because the Earth rotates from west to east, the sun appears to rise in the east.  The answer is (D)",D,D,True,3.885340217,68,226
256,What is the name of sorting method that repeatedly swaps adjacent elements?,The answer is (D),D,D,True,7.924338831,78,80
278,How many zeros are in one million?,"One million is 1,000,000, which equals 10^6. It has six zeros.  The answer is (D)",D,D,True,3.007169033,72,166
274,What is the name of the comet visible from Earth approximately every 75 years?,The answer is (C),C,C,True,3.685138966,91,272
273,What is the name for a story about a real or imagined heroic person?,"- A myth typically involves gods or explains natural phenomena, not necessarily a specific heroic person rooted in history. - A fable is a short tale with a moral, often featuring talking animals. - A fairy tale is a magical story, usually for children, not focused on real or semi-real heroes. - A legend is a traditional story about a real or imagined heroic person, often with some historical basis.  The answer is (D)",D,D,True,4.449296564,77,289
276,What does 'USB' stand for?,The answer is (A),A,A,True,3.750846954,76,208
281,What is the name of the pub in 'The Simpsons'?,The answer is (C),C,C,True,1.967897098,80,80
272,What piece can only move diagonally in chess?,"- Knight moves in an L-shape, not only diagonally. - Rook moves straight along ranks and files. - King moves one square in any direction (not only diagonally). - Bishop moves any number of squares only along diagonals.  The answer is (D)",D,D,True,5.68673572,71,450
280,What is a memoir?,"A memoir is a nonfiction narrative in which an author recounts and reflects on personal experiences and memories, typically focusing on particular themes, periods, or events in their life rather than a full biography.  - A is incorrect because that describes a biography. - C is too broad; memoirs are personal, not general historical accounts. - D is incorrect because memoirs are nonfiction, not fictional stories.  The answer is (B)",B,B,True,3.527360325,82,223
275,What is a 'hat trick' in soccer?,The answer is (B),B,B,True,4.986861121,91,208
279,What does 'versus' (vs.) mean?,The answer is (B),B,B,True,4.642207642,71,336
286,What is the capital of Bangladesh?,The answer is (B),B,B,True,2.091129774,74,80
282,What is the name of the Korean writing system?,The answer is (C),C,C,True,2.616439635,73,144
277,"In basketball, how many points is a regular basket worth?",A regular field goal inside the three-point line is worth 2 points; free throws are 1 point and shots beyond the arc are 3 points.  The answer is (D),D,D,True,5.886304101,76,367
283,What percent of the Earth's surface is covered by water?,The answer is (D),D,D,True,2.966200035,75,208
287,What is the name for a traditional story explaining natural phenomena?,The answer is (C),C,C,True,1.88777102,74,80
285,What does 'B2B' stand for?,The answer is (B),B,B,True,2.818756187,78,208
284,What is the 'climax' of a story?,The answer is (C),C,C,True,3.440140216,78,208
289,What is the capital of Uganda?,The answer is (D),D,D,True,2.335120258,72,144
290,What is the name of the study of the human mind?,The answer is (D),D,D,True,1.734835373,73,80
292,What is the capital of Zambia?,The answer is (D),D,D,True,1.716984731,71,80
291,What is the capital of Portugal?,The answer is (D),D,D,True,2.083267926,67,80
296,What is the currency of Japan?,The answer is (D),D,D,True,2.503166189,68,80
288,What is the name of the tool used to pick colors from an image?,The tool used to sample a color from an image is commonly called the Color Picker or Eyedropper.  The answer is (A),A,A,True,4.309771604,85,166
294,What is the capital of Pakistan?,The answer is (C),C,C,True,2.752018205,69,144
299,What is the largest ocean on Earth?,The answer is (D),D,D,True,1.837557477,72,80
295,What is the name of the punctuation mark ';'?,The answer is (C),C,C,True,2.901263422,73,208
293,What does 'decrescendo' mean in music?,Decrescendo (also called diminuendo) indicates gradually getting quieter.  The answer is (D),D,D,True,3.819517795,75,286
298,How many days are in a week?,The answer is (C),C,C,True,2.895761435,72,144
302,What is the full name of the character Bart Simpson's father?,The answer is (C),C,C,True,1.758117816,85,80
