QID,model_answer,question,correct_answer,time,category
88,B,"Boy Alcott and Jon Buxton are partners in a steel company. They share the net income in proportion to their average investments. On January 1, Alcott invested $4,000 and Buxton invested $5,000. On May 1, Alcott invested an additional $2,000 and Buxton invested $1,750. On September 1, Alcott withdrew $500. On November 1, each partner invested an additional $2,000. The net profit for the year was $8,736. Find each partner's share of the profit.",B,6.709039884,business
89,D,"TheAlforsCompany had a beginning inventory of $30,000, Jan 1, 1974. During the year, purchases amounted to $87,500, net sales to $102,000. Assuming that the gross profit rate is 40% of the net sales, what is the ending inventory using the gross profit method of inventory evaluation?",D,2.275324765,business
90,E,"(a) Given the two discount series of 30-10-2(1/2) % and 25-15-2%, which is better? (b) Given the discount series 15-15% and the single rate of 30%, which is better?",J,7.029356851,business
91,I,"On July 7, Magee Data stock sold at a high of 23(1/8) and a low of 22(5/8). Giant Industrials sold for a high of 24(1/4) and a low of 23(1/2). Mr. Taylor purchased 300 shares of Magee Data at the high of the day and 400 shares of Giant Industrials at the low of the day. What was the cost of his purchase?",I,2.862995787,business
92,A,"During a riot, Mr. Winter's car was overturned causing $346.50 in damage.Mr. Winter had $50-deductible col-lision insurance, but no comprehensive coverage. How much will theinsurance company pay Mr. Winter?",E,2.160125826,business
93,H,"Janet Firestone purchased an option on a stock for $175 giving her the right to buy 100 shares at 14(1/2) within 90 days. One month later, she exercised her option and then sold the stock on the same day for 17. What was her profit on the stock?",H,2.376754639,business
94,J,"Margaret Denault recently rented a truck to drive 516 miles in days and 17 hours, using 54 gallons of gasoline. The rental company charged her $32 per day, $.22 per mile, and $.445 per gal-lon of gas. Extra hours were charged $2.75 per hour. Find the total cost of the rental.",J,10.084874183,business
95,G,Where in the balance sheet does each of the following belong? (A) Taxes payable (B) Capital stock (C) Retailed earnings (D) Administrative expense (E) Prepaid expenses,J,2.533993676,business
96,H,"Prepare a balance sheet for Silvertown Office Supplies, C.H. Walters, owner, as of April 30 of the current year, based on the following information: Cash, $3,390; Notes Receivable, $2,905; Accounts Receivable, $8,215; Merchandise Inventory, $23,600; Store Supplies, $720; Store Fixtures, $2,895; Furniture and Equipment, $5,600; Notes Payable, $5,250; Accounts Payable, $4,800.",H,2.514240288,business
97,F,What is the net cost of a tape recorder whose list price is $32 and on which the discount rate is 30%?,F,1.354476545,business
98,H,"Mr. Frankel wants to borrow $2,000 from November 16 for 143 days. The interest rate is 6%. What would the difference in the interest charge amount to if the bank used exact interest instead of bankers' interest?",H,8.048050873,business
99,C,"HarryHyppeis paid a straight wage of $2.89 (1/2) per hour. If he works 9 hours a day in a six-day week, how much will he be paid?",C,7.74177016,business
100,E,"Steven Moore purchased a new car for $3,462.20, including taxes and all other charges. He wishes to pay for it in 35 months. Find his monthly payments.",E,1.19567376,business
101,H,"A man sells novelty items for $1.25 each. His cost is $.75 apiece plus a fixed cost of $140,000. How many items must he sell to break even? What is his sales revenue at that point?",H,2.942604902,business
102,E,"Find the amount to be paid each month in order to pay off car described below in two years. Price of car: $5,779.00 Transportation charge: $73.00 Factory-installed equipment: Radio 95.50 Metallic paint 59.90 Racing stripes 39.50 Power steering 98.00 Wide radial tires 198.10 Air conditioning 429.00 Dealer-installed equipment: Mirror $8.50 Mats 10.75 Undercoat 35.00 Insurance : Collision ($100-deductible) $505.75 for two years Comprehensive 231.50 for two years Sales tax: 5% Cash deposit: $500.00 Cost of financing: 9(1/2)%per year for two Years Used car allowance: $370.00",J,5.483622559,business
103,I,"Find the break-even point for the cost of production C and the revenue R received for each of the following: (a) C = $10x + $600,R = $30x (b) C = $5x + $200,R = $8x (c) C = $0.2x + $50,R = $0.3x (d) C = $1800x + $3000,R = $2500x",I,5.443998678,business
104,I,"The tax rate in the town of Centerville is 11(1 / 2)%. If a tax of $1,794 was paid on a piece of property and the assessment rate in Centerville is 30%, what is the expected market value of the property?",I,2.205942782,business
105,C,"A man buys a house and lot for $35,000, paying $12,000 down and borrowing the balance on a 6% mortgage due in 10 years. He pays real-estate taxes of $240, a water tax of $30, and insurance premiums of $70 a year. Allowing 4% interest on his investment, and 2% depreciation on the house valued at $25,000, what is the cost per month of owning the home if repairs average $120 a year?",I,7.39731081,business
106,J,"The Five Star Hotel put down $3,000 worth of carpeting. The carpeting is made to last for five years. The hotel's accountant wishes to use the declining-balance method. What is the depreciation for the second year?",H,2.99609499,business
107,A,"Mr. Williams owns a piece of property assessed at $7,800 in a city which has a tax rate of $2.80 per $100. How much in property taxes does he pay?",A,1.476886313,business
108,H,"Joe Troy purchased a chain saw for $1,200 for his lumber mill. The saw will last 6 years and have no residual value. Mr. Troy wishes to use the straight-line method of depreciation. Find the depreciation and book value for the first two years.",H,3.14867337,business
109,H,Mr. Castle will buy one of two 10-HP motors offered to him. Motor A sells for $169 and has a full-load efficiency of 85.2%. Motor B costs $149 and has a full-load efficiency of 82.1%. The annual inspection and maintenance fee on both motors is 14.5% of the price. If electric energy costs 2.35 cents per kilowatt hour (1 HP = 0.746kw.) find the number of hours per year at which the cost of both motors will be the same.,J,7.069454412,business
110,G,Determine the number of men needed to build a boat in 77 days if it takes 36 men 132 days to build one.,G,2.079032053,business
111,A,"Given the above statement, find what would happen to the free amount if the reserve for contingencies to were to increase by $10,000.Retained Earnings: Reserved for contingencies $25,000 Reserved for plant expansion $20,000 Total reserves $45,000 Free retained earnings $50,000 Total retained earnings $95,000",A,2.612160216,business
112,G,"How much will it cost to cover a floor 13'6"" × 18'8"" with asphalt tile if the price is 9 (3/4) \textcent per 9"" tile?",G,4.188516086,business
113,D,"Dermanand Klein are the sole stockholders of the Leather Products Corporation. It is estimated that Leather Products will have a taxable income of $30,000 this year. The stock is evenly divided between Mr.Dermanand Mr. Klein, so that resulting dividends will also be equally shared. Both Mr. Dermanand Mr. Klein expect to receive from other sources a net taxable income of $12,000. All profit after taxes Leather Products makes this year will be paid out as dividends. Mr.Dermanwants to introduce a new product. Should this venture succeed, the annual income before taxes will increase by $10,000. What will be the increase in stockholders' income after taxes? Use the tables ""Federal Taxes Rates on 1949 Net Incomes of Corporations in the United States"", and ""Federal Tax Rates on 1949 Incomes of Individuals in the United States.""",A,8.474245735,business
114,B,"Tom bought a new bicycle for $80. After 4 years of use, he sold it to a second-hand dealer for $15. What was the annual depreciation by the straight line method? What was the annual rate of depreciation?",B,2.290977255,business
115,F,A manufacturer can produce a saw for $13 in direct costs and $10 in overhead or indirect costs. He needs to sell his saw for a minimum price. At what price must he sell his saw so that he will not incur a short term loss?,J,1.213776556,business
116,J,Which of the following would yield the greatest net return to acorporation in the 50% tax bracket A) 5% certificate of deposit B) 5% government bond C) 5% corporate bond D) 5%treasurybond E) 4% municipal bond,J,8.371877311,business
117,J,The list price of a book is $4.95. It sells in a bookstore at a net price of $2.95. What is the amount of trade discount?,I,1.268081411,business
118,I,"A business started last year with an inventory of 90,000 items which cost $60,000 and had a selling price of $80,000, At the end of the year, the inventory consisted of 70,000 items which cost $90,000 and had a selling price of $120,000. Records indicate that, during the year, 360,000 items were sold which cost $300,000, with net sales of $380,000. What are thestockturnrates at cost, selling price, and number of units?",G,7.048815101,business
119,F,"Paul Murphy wants to have $10,000 in his account after 10 years. If interest is compounded annually at 4%, how much should Mr. Murphy invest now?",F,2.729631864,business
120,H,"Mr. Torres owns 350 shares of Krescostock paying a quarterly dividend of $1.20 per share, with an extra year-end dividend of $.30 per share. What was his total income from the stock for the year?",H,2.508971136,business
121,E,"Assume the following model (from the preceding problem). Y = C + I + G C = 100 + 0.6Y I = 0.2Y - 50i M_D = 0.25Y - 30i M_s = 65 G = 100 whose equilibrium level was found to be 500. Suppose that full employment level of income is 600, so that the desired change is 100. If the money supply is held constant, what change in govern-ment spending will be required to close the deflationary gap?",F,12.934226484,business
122,F,"The average salary of the Bedford Manufacturing Co. rose 60% during a 10-year period. This rise amounted to $42.50 a week. (a) Find the average weekly salary at the beginning of the 10-year period, and (b) at the end of the 10-year period.",F,3.0819598,business
123,A,"_______ such as bitcoin are becoming increasingly mainstream and have a whole host of associated ethical implications, for example, they are______ and more ______. However, they have also been used to engage in _______.",A,3.024949884,business
124,J,"_______ economy is the term used to describe individuals being hired for a specific task rather than on a long-term basis. While this results in _________ which is beneficial for businesses, issues for those employed in such a manner relate to increased ________, uncertainty and a lack of _______.",A,2.448573484,business
125,F," The ________ perspective on sustainability resulted from growth models that analysed the carrying capacity of the planet, overall concluding that the finite capacity of the earth and_______, ________ and _______ by current and past generations could reduce quality of life for future generations. This contrasts with the environmental perspective with focuses on the need to maintain and preserve the natural environment.",B,3.725712324,business
126,B,"In a business to business context, conflicts of interest can arise in two main ways: conflict of _______ and _______ interests, which might arise, for example, when a firm is hired as a supplier of professional services by another firm or conflict of _________ and ________ interests, such as where an individual's interests may conflict with that of their employer.",D,3.900628635,business
127,D,This is a hierarchy of effects or sequential model used to explain how advertising works:,D,3.907839787,business
128,G,The extent to which a service envelops a product varies according to a number of factors. Which of the following is NOT one of the factors?,J,5.560435842,business
129,C,"An important characteristic of services is that they are produced and consumed by people, simultaneously, as a single event. One of the outcomes of this unique process is that it is exceedingly difficult to standardize the delivery of services around the blueprint model. Which characteristic of service is this referred to?",I,2.60349664,business
131,C,This is the sharing of meaning created through the transmission of information:,D,2.130087194,business
132,B,Which one is not an element in the primary activities of a value chain?,H,4.304820355,business
133,C,What are characteristics of a programmed decision?,J,3.340147414,business
134,E,Workers' acceptance of change is characteristic of what type of culture?,E,2.93068912,business
135,B,"For a two-period binomial model for stock prices, you are given: (i) Each period is 6 months. (ii) The current price for a nondividend-paying stock is $70.00. (iii) u =1.181, where u is one plus the rate of capital gain on the stock per period if the price goes up. (iv) d = 0.890 , where d is one plus the rate of capital loss on the stock per period if the price goes down. (v) The continuously compounded risk-free interest rate is 5%. What is the current price of a one-year American put option on the stock with a strike price of $80.00.",I,14.678341009,business
136,H,"Let's assume that the 10-year annual return for the S&P 500 (market portfolio) is 10%, while the average annual return on Treasury bills (a good proxy for the risk-free rate) is 5%. Whats the market Treynor Ratio? Return the numeric value between 0 and 1.",H,2.771338315,business
137,D,"CheckMate forecasts that its dividend will grow at 20% per year for the next four years before settling down at a constant 8% forever. Dividend (current year,2016) = $12; expected rate of return = 15%. What is the fair value of the stock now?",F,9.64207584,business
138,E,"If at the beginning of each month a deposit of $500 is made in an account that pays 8% compounded monthly, what will the final amount be after five years?",E,5.763360203,business
139,C,"Suppose the demand curve for oPads is given by $p=\frac{500-x}{10}, What is the elasticity value of this demand function.",I,5.420048157,business
140,D,"Suppose a monopoly market has a demand function in which quantity demanded depends not only on market price (P) but also on the amount of advertising the firm does (A, measured in dollars). The specific form of this function is Q = (20 - P)(1 + 0.1A - 0.01A^2). The monopolistic firm's cost function is given by C = 10Q + 15 + A. Suppose there is no advertising (A = 0). What output will the profit-maximizing firm choose?",D,5.658850952,business
141,A,"Mr. Norman Schwartz, age 30, wants to take out a $15,000 insurance policy. What will be his difference in annual premiums between a 20-payment life policy and an ordinary life paid-up-at 65 policy? If he dies at age 62, how much will he have paid in for each policy?",B,9.925566314,business
142,F,"lf 10% and 20% discounts are both given on the"" Speedway Racing Set"", list-priced at $32, what is the net price?",I,2.745439875,business
143,I,What percent of .65% is .42%?,I,1.4659977,business
144,C,"A wholesaler was going out of business so he sold merchandise for $1,288 at a loss of 8 percent of his original cost. Find the original cost of the merchandise.",C,2.576518611,business
145,E,"Pauline DiLorenzo wishes to purchase a store valued at $26,000. She obtains a mortgage for $23,000 at a rate of 5.5% per annum. If her gross income is $3,500 and her expenses are $1,800, what is the return on her investment?",E,4.084154171,business
146,H,"ABC Corporation shows total assets of $75,000 and total liabilitiesof $52,000. If the Corporation has only 500 shares ofstock outstanding, what is the book value per share?",H,1.680840581,business
147,E,Martha Michael spends $360 on her monthly telephone bills. This amounts to 6 (1 / 4) % of her earnings for the year. Find her yearly earnings.,E,2.114275292,business
148,I,"a frame house, located in a Class A town, insured for $24,000, or the sameframe house, located in a Class B town, insured for thesame $24,000? How much of a difference is there?",D,7.292303225,business
149,I,"George put $500 into an account that bears interest at the rateof 8%, compounded quarterly. If he leaves the $500 for fiveyears, how much will he have?",I,2.845557643,business
150,J,What percent is 131 of 42?,J,1.26700317,business
151,E,"Ike Waterman and Sean Cole invested $20,000 and $10,000 respectively in a fast food store. Each partner receives 6% of his investment. The remaining profit is to be shared equally. If the profit last year was $10,400, what was each partner's share?",E,4.086430407,business
152,E,"An invoice dated March 2 in the amount of $416.50, less 15% and 2(1/2) % with terms of 2% 10-EOM, was paid on April 10. What was the amount remitted in payment?",E,3.985404381,business
153,I,"Paul Reilly deposited a $5,000 check in his savings and loan association account, which yields 4% interest. It remained there 3 years. Paul can have his interest compounded semiannually or quarterly. Which way will be more profitable to him?",I,5.303841608,business
154,H,"With the invoice amount of $190.55, and a discount rate of 2% on a partial payment of $90.00, what is the balance due and the discount?",B,18.904081222,business
155,I,$ .01(1/4) a share for stocks under $5 a share par value $ .02(1/2) a share for stocks from $5-$10 a share par value $ .03(3/4) a share for stocks from $10-$20 a share par value $ .05 a share for stocks over $20 a share par value Mr. Carr sold 300 shares of stock having a par value of $50 per share. What was the New York State transfer tax?,D,2.86212083,business
156,G,"New City has an annual budget of $4,221,890.49. Its property has a total assessed valuation of $150,781,803.21. What is the city's tax rate if other estimated receipts total $385,000.",G,2.990259711,business
157,A,"A furniture manufacturer wants to find out how many end tables he produced during a certain week. He knows that 8 employees produced 16 end tables each, 21 employees produced 23 each, 7 produced 27 each, and 4 produced 29 each, Find the total number of end 'tables produced during that week.",A,1.967527781,business
158,E,A television sells for $180. It costs the retailer $136.50. Find the percent markup based on the selling price.,E,1.668193784,business
159,I,"Find the total earnings of an employee who earns $2.40 per hour with time and a half for more than 8 hours per day if he worked 8 hours on Monday, 7 hours on Tuesday, 9 hours on Wednesday, 9 hours on Thursday, and 10 hours on Friday.",I,3.405874589,business
160,J,"The Last National Bank has just approved a loan at an interest rate of 6% for 90 days. If the interest charge on the loan is $36, how much is the principal of the loan?",J,2.984072565,business
161,C,"What is the future value obtained When $5,000 is saved annually for 20 years at 5% compounded quarterly.",C,6.596396236,business
162,G,"On September 1, Mr. Blake received a statement for his checking account. The closing balance on the statement was $1,810.50. Mr. Blake's checkbook shows a balance of $1,685.75. In comparing his check stubs to the statement, he notices that checks for amounts of $60.80, $40.30, and $25.00 did not appear on the statement. Also, the statement lists a service charge of $1.35 which does not appear on his checkbook stubs. Prepare a reconciliation statement for. Mr. Blake.",G,5.58972573,business
163,C,"Ringling Brothers Circus recently purchased a new tiger cagefor $1,950. The accountants have decided to depreciatethe cage using the declining balance method with arate of 15%. What will be the book value of the cage in3 years?",C,4.6781741,business
164,B,"The assessed valuation of the taxable property in the town of Smithville is $52,384,600. The taxes to be raised are $123,475 for a new local project, $931,442.75 for educational purposes, and $319,878 for health and welfare needs. Find the town's tax rate (a) to thousandths of a percent, (b) in mills per $1 of assessed value (c) in cents per $100 of assessed value, and (d) in mills per $1,000 of assessed value.",B,4.401154627,business
165,A,"Florsheimand Co. accepted a 90-day sight draft for $425.00 on October 10. It was discounted on November 1 at 5%. If their bank charged a (1/3)% collection fee, what were the proceeds?",D,10.71144121,business
166,B,"TencerInc. has estimated its revenue function to be r(x) = 3x^2, where x is the number of years the company has been in business and r(x) is the total revenue earned up to year x in millions. The profit function is f(x) = 2x^2 - 5x +1, f(x) is the total profit earned up to year x. What is the cost accrued over a three year period? What is the rate of change of cost of production by the end of the third year?",B,4.364441394,business
167,G,"A draft for $800, due in 3 months and bearing interest at 4(1/2)%, was discounted 60 days before it was due. If the discount rate was 5%, what were the proceeds?",C,4.641547791,business
168,B,A water bed sells for $330 cash or $40 down and $10.50 a month for 36 months. Find the annual interest rate charged.,D,8.895135547,business
169,G,"A tomato cannery has 5000 pounds of grade A tomatoes and 10,000 pounds of grade B tomatoes, from which they will, make whole canned tomatoes and tomato paste. Whole tomatoes must be composed of at least 80 percent grade A tomatoes, whereas tomato paste must be made with at least 10 percent grade A tomatoes. Whole tomatoes sell for $0.08 per pound and paste sells for $0.05 per pound. Formulate a linear program to solve for how much of each product to make, if the company wants to maximize revenue. (Hint: Let x_WA = pounds of A grade tomatoes used in whole tomatoes, x_WB = pounds of B grade tomatoes used in whole tomatoes; the amount of whole tomatoes produced can be found as x_WA + x_WB after x_WA and x_WB are chosen.)",G,6.420043191,business
170,B,"In one year Juan earned $30,000. and Don earned $20,000 as free-lance commercial artists. Juan paid $10,000. in taxes. Don paid $6,000. They know that lb + a = T is the linear equation used in computing their tax payments, where I stands for 'income' and T, the amount of tax to be paid. What are the values of the constants a and b?",E,13.954508376,business
171,E,A loan is made on December 17 for a time period of 120 days. When is it due (not a leap year)?,E,2.632207278,business
172,G,A $39.90 radio can be purchased on the installment plan for $5.00 down and $3.10 a month for a year. What is the annual interest rate for this installment purchase?,I,3.38711849,business
173,G,"An electric sign in Times Square cost $4,500. It has an expected life of 11,250 hours after which it will have a scrap value of $450. What is the depreciation charge for a month in which it was used 478 hours?",G,2.000023255,business
174,C,"While on a trip to St. Louis, Howard Travers made the following purchases: 10 gal @ 33.9 \textcent 14 gal @ 32.9 \textcent 12 gal @ 31. 9 \textcent 8 gal @ 29.9 \textcent What was the average cost per gallon, to the nearest tenth of a cent?",F,10.238072685,business
175,J,"The owner of a small store plans on purchasing $1,500 worth of goods to be marked up 40% based on the selling price. Of this he will have purchased $200 worth of ""floor goods"", which will sell for $250. If he is to maintain the desired 40% markup on the total purchase, what markup % is needed on the balance of the purchases?",J,17.208450694,business
176,B,"Mr. Carson signed a note as payment for a debt on March 15. If the note had a term of two months, what was its maturity date?",B,0.974822189,business
177,C,John Wilson retired at age 62 with average yearly earnings of $5400. His wife was also 62 when he retired. How much do the Wilsons receive each month?,D,1.442717917,business
178,C,"Mr. Howard owns a house worth $16,500 which is assessed at the rate of 22%. His tax rates are as follows: $.41 per $100 for a local college fund $.02 per $100 for special education $.001 per $100 for health and welfare $.089 per $100 for community construction How much tax does Mr. Howard pay for each of these needs? What was the total tax?",C,3.990638498,business
179,H,"It has been found that hours of recreation (r) and wages (W) have a direct effect on productivity (P), so that : P =ar+bW. In two surveys it was found that Survey 1P = 170 : r = 51 : W = 136 Survey 2P = 425 : r = 68 : W = 204 What are the values of a and b ?",H,6.960026493,business
180,E,"A sum of money is borrowed for a term of 1 year, discounted at the rate of 6%. What is the true rate of interest charged? What would the true rate of interest be for the same sum of money discounted at an 8% rate? (Record answers to the nearest tenth of 1%.)",E,5.78459512,business
181,B,"Mr. Casey purchased office furniture for $725. It has an estimated salvage value of $25.00 at the end of 10 years. Using the sum-of-the-years-digits method, find the depreciation for the fourth year.",G,2.899783971,business
182,A,"Steven Fox is a salesman for the Maxi-Power Vacuum Cleaner Co. He receives $32.50 for each cleaner he sells, plus a 25% commission on all the accessories and supplies he sells. Find his total income for the month during which he sells 14 cleaners and $237.40 worth of accessories and supplies.",A,1.84856498,business
183,B,A radio costing $38.00 plus 3% excise tax and 4% sales tax may be purchased for $10.00 down and 3 payments of $11.60. (A) What is the cash price of the radio? (B) What is the installment price of the radio?,A,3.442900426,business
184,I,"A bulldozer that the Columbus Construction Co. purchased for $15,500, will have a trade-in value of $2,600 after five years. What is the book value at the end of the first three years, if the company uses the sum-of-the- years-digits method?",H,4.050851704,business
185,G,"Mr. Langham decides to take a loan from his bank for $60 at a nominal rate of 6%. If he agrees to repay the loan in equal installments over a period of 15 months, how much will each of the monthly payments be?",B,4.570938608,business
186,D,A television sells for $226.50. The markup is 30% based on the cost. Find the cost.,D,1.897658632,business
187,A,"Assume that some function, K = F (i) is the cost of the production and marketing of a product, and the total cost (K) is solelydependantupon the number of items produced, whereistands for the number of items produced. Then, the average rate of change in cost = {change in total cost / change in number of items) ; (\DeltaK/\Deltai) = [{F(i_2) - F(i_1)} / {i_2 - i_1}]. Suppose the production and marketing cost of a pair of compasses is K = F (i) = 3\surdi . When O \leqi\leq 250. What then, is the average rate of change in cost, (a) fromi= 25 toi= 100 ? (b) fromi= 25 toi= 225 ?",I,4.597693472,business
188,G,"The Motor-Cade Auto Supply Company is taking inventory for the quarter ending June 30. It discovers that it has150 cans of Q-56 motor oil on hand. Records reveal the following information: Quantity Cost per Can Inventory, April 1 130 $.36 Purchase, April 15 100 $.365 Purchase, May 23 180 $.40 Purchase, June 29 120 $.425 Find the value of this item in their inventory, using the average cost method.",I,4.44771021,business
189,C,What is the net price of a calculator list-priced at $100.00 and discounted at 40% and 25%?,C,2.615720962,business
190,H,What are the three differing types of stakeholder theory according to Donaldson and Preston (1995)?,H,4.838496674,business
191,D,_______ theory can be described as a code of conduct to which all rational beings should adhere. This contrasts with ________ morality which is the code of conduct adopted by a particular group or society.,D,2.263973009,business
192,D," Although the benefit and contribution of civil society in encouraging sustainability, lobbying on important issues and helping the needy are taken for granted in many places, in many other countries, such as _____ and ______ civil society is far less developed than in, for instance, _______.",F,2.724902738,business
193,F,Which of the following is not one the underlying principles of the corporate governance Combined Code of Practice?,F,2.723633693,business
194,J," There are three main types of buying situations in an organization, referred to by Robinson, Faris, and Wind (1967) as _____________.",J,3.246072612,business
195,G, Which of the following are aimed at providing customers with the peace of mind of knowing that the company they are purchasing from is competitive in price?,G,3.243743509,business
196,E, These objectives are often the most suitable when firms operate in a market dominated by a major competitor and where their financial resources are limited.,E,2.80513834,business
197,H,The primary objective of team-based selling is to,H,4.30530632,business
198,H," With this pricing approach, the pricing process begins with the customer; not the cost of the product offering:",H,3.043270203,business
199,B,___________ is based on the idea that customer expectations of the service they will receive shape their perception of the actual service encounter.,J,1.204287975,business
200,I,Which one of the following political leaders could not be termed a 'transformational' leader?,I,5.183423638,business
201,J,What is a paradigm?,J,4.011116647,business
202,B,According to Belbin (1981) an extroverted and enthusiastic person fits with what role?,B,2.921159308,business
203,G,What is the term for organisational development through a formally designed organisational structure?,A,2.344179776,business
204,A,"Carl the clothier owns a large garment factory on an isolated island. Carl's factory is the only source of employment for most of the islanders, and thus Carl acts as a monopsonist. The supply curve for garment workers is given by l = 80w, where l is the number of workers hired and w is their hourly wage. Assume also that Carl's labor demand (marginal revenue product) curve is given by l = 400 - 40MRP_l. How many workers will Carl hire to maximize his profits?",G,5.253727453,business
205,F,"If the annual earnings per share has mean $8.6 and standard deviation $3.4, what is the chance that an observed EPS less than $5.5?",F,3.673915668,business
206,E,"Traders in major financial institutions use the Black-Scholes formula in a backward fashion to infer other traders' estimation of $\sigma$ from option prices. In fact, traders frequently quote sigmas to each other, rather than prices, to arrange trades. Suppose a call option on a stock that pays no dividend for 6 months has a strike price of $35, a premium of $2.15, and time to maturity of 7 weeks. The current short-term T-bill rate is 7%, and the price of the underlying stock is $36.12. What is the implied volatility of the underlying security?",J,7.665050953,business
207,A,"John's Lawn Mowing Service is a small business that acts as a price-taker (i.e., MR = P). The prevailing market price of lawn mowing is $20 per acre. John's costs are given by total cost = 0.1q^2 + 10q + 50, where q = the number of acres John chooses to cut a day. Calculate John's maximum daily profit.",A,4.040557927,business
208,C,"You are asked to determine the price of a European put option on a stock. Assuming the Black-Scholes framework holds, you are given: (i) The stock price is $100. (ii) The put option will expire in 6 months. (iii) The strike price is $98. (iv) The continuously compounded risk-free interest rate is r = 0.055. (v) δ = 0.01 (vi) σ = 0.50. What is the price of the put option?",C,12.486566387,business
209,J,"Calculate the interest rate (between 0 and 1) for an account that started with $5,000 and now has $13,000 and has been compounded annually for the past 12 years. Answer with the numeric value.",F,3.0771331,business
210,None,"Universal Fur is located in Clyde, Baffin Island, and sells high-quality fur bow ties throughout the world at a price of $5 each. The production function for fur bow ties (q) is given by q = 240x - 2x^2, where x is the quantity of pelts used each week. Pelts are supplied only by Dan's Trading Post, which obtains them by hiring Eskimo trappers at a rate of $10 per day. Dan's weekly production function for pelts is given by x = \sqrt{l}, where l represents the number of days of Eskimo time used each week. For a quasi-competitive case in which both Universal Fur and Dan's Trading Post act as price-takers for pelts, what will be the equilibrium price (p_x) for pelt?",J,19.493038745,business
211,B,"Suppose there is a 50-50 chance that an individual with logarithmic utility from wealth and with a current wealth of $20,000 will suffer a loss of $10,000 from a car accident. Insurance is competitively provided at actuarially fair rates. Compute the utility if the individual buys full insurance.",B,10.851827513,business
212,E,"Assume the Black-Scholes framework. For $t \ge 0$, let $S(t)$ be the time-$t$ price of a nondividend-paying stock. You are given: (i) $S(0)=0.5 (ii) The stock price process is $\frac{dS(t)}{S(t)} = 0.05dt+0.2dZ(t)$ where $Z(t)$ is a standart Brownian motion. (iii) $E[S(1)^\alpha]=1.4$, where $\alpha$ is a negative constant. (iv) The continuously compounded risk-free interest rate is $3%$. Consider a contingent claim that pays $S(1)^\alpha$ at time 1. What is the time-0 price of the contigent claim?",J,5.8178771,business
213,H,"A teacher wants to invest $30,000 into an account that compounds annually. The interest rate at this bank is 1.8%. How much money will be in the account after 6 years?",H,3.909960315,business
214,B,Mr. Smith purchased a car for $4250. He was allowed $500 for his old car as a down payment. The balance was paid in 25 equal monthly payments of $180. What was the interest rate (nearest 10th of 1%)? Use the constant ratio formula.,C,20.338872515,business
215,A,"Amalgamated Corp. offered one of its Vice Presidents an option to purchase 1000 shares of its common stock on June 21 at 95% of its average price for the day. If Amalgamated' s high for the day was 19(3/8) and its low was 18(3/4), at what price per share was the option awarded?",A,2.433066817,business
216,J,Parks Wholesalers are offering a chain discount of 25-10-5% on sofas. What is an equivalent single discount for this series?,J,4.116810603,business
