accuracy,prompt,answer_1,answer_2,answer_3,answer_4,answer_5,correct_answer,avg_time,category
0.0,"The tax rate in the town of Centerville is 11(1 / 2)%. If a tax of $1,794 was paid on a piece of property and the assessment rate in Centerville is 30%, what is the expected market value of the property?",A,A,A,B,A,I,0.0397253792,business
0.0,"A man buys a house and lot for $35,000, paying $12,000 down and borrowing the balance on a 6% mortgage due in 10 years. He pays real-estate taxes of $240, a water tax of $30, and insurance premiums of $70 a year. Allowing 4% interest on his investment, and 2% depreciation on the house valued at $25,000, what is the cost per month of owning the home if repairs average $120 a year?",C,C,C,C,C,I,0.043576162800000005,business
0.0,"The Five Star Hotel put down $3,000 worth of carpeting. The carpeting is made to last for five years. The hotel's accountant wishes to use the declining-balance method. What is the depreciation for the second year?",B,A,A,A,A,H,0.0387762306,business
1.0,"Mr. Williams owns a piece of property assessed at $7,800 in a city which has a tax rate of $2.80 per $100. How much in property taxes does he pay?",A,A,A,A,A,A,0.039441671,business
0.0,"Joe Troy purchased a chain saw for $1,200 for his lumber mill. The saw will last 6 years and have no residual value. Mr. Troy wishes to use the straight-line method of depreciation. Find the depreciation and book value for the first two years.",A,A,A,A,A,H,0.048690188999999995,business
0.0,Mr. Castle will buy one of two 10-HP motors offered to him. Motor A sells for $169 and has a full-load efficiency of 85.2%. Motor B costs $149 and has a full-load efficiency of 82.1%. The annual inspection and maintenance fee on both motors is 14.5% of the price. If electric energy costs 2.35 cents per kilowatt hour (1 HP = 0.746kw.) find the number of hours per year at which the cost of both motors will be the same.,A,A,A,A,A,J,0.042964329600000004,business
0.0,Determine the number of men needed to build a boat in 77 days if it takes 36 men 132 days to build one.,A,A,A,A,A,G,0.038071068400000005,business
1.0,"Given the above statement, find what would happen to the free amount if the reserve for contingencies to were to increase by $10,000.Retained Earnings: Reserved for contingencies $25,000 Reserved for plant expansion $20,000 Total reserves $45,000 Free retained earnings $50,000 Total retained earnings $95,000",A,A,A,A,A,A,0.0433860696,business
0.0,"How much will it cost to cover a floor 13'6"" × 18'8"" with asphalt tile if the price is 9 (3/4) \textcent per 9"" tile?",A,A,A,A,A,G,0.03949722259999999,business
1.0,"Dermanand Klein are the sole stockholders of the Leather Products Corporation. It is estimated that Leather Products will have a taxable income of $30,000 this year. The stock is evenly divided between Mr.Dermanand Mr. Klein, so that resulting dividends will also be equally shared. Both Mr. Dermanand Mr. Klein expect to receive from other sources a net taxable income of $12,000. All profit after taxes Leather Products makes this year will be paid out as dividends. Mr.Dermanwants to introduce a new product. Should this venture succeed, the annual income before taxes will increase by $10,000. What will be the increase in stockholders' income after taxes? Use the tables ""Federal Taxes Rates on 1949 Net Incomes of Corporations in the United States"", and ""Federal Tax Rates on 1949 Incomes of Individuals in the United States.""",A,A,A,A,A,A,0.0460823908,business
0.0,"Tom bought a new bicycle for $80. After 4 years of use, he sold it to a second-hand dealer for $15. What was the annual depreciation by the straight line method? What was the annual rate of depreciation?",C,C,C,C,C,B,0.04344466140000001,business
0.0,A manufacturer can produce a saw for $13 in direct costs and $10 in overhead or indirect costs. He needs to sell his saw for a minimum price. At what price must he sell his saw so that he will not incur a short term loss?,B,C,B,C,B,J,0.0384218116,business
0.0,Which of the following would yield the greatest net return to acorporation in the 50% tax bracket A) 5% certificate of deposit B) 5% government bond C) 5% corporate bond D) 5%treasurybond E) 4% municipal bond,D,D,D,D,D,J,0.0426747906,business
0.0,The list price of a book is $4.95. It sells in a bookstore at a net price of $2.95. What is the amount of trade discount?,A,A,A,A,A,I,0.0385124474,business
0.0,"A business started last year with an inventory of 90,000 items which cost $60,000 and had a selling price of $80,000, At the end of the year, the inventory consisted of 70,000 items which cost $90,000 and had a selling price of $120,000. Records indicate that, during the year, 360,000 items were sold which cost $300,000, with net sales of $380,000. What are thestockturnrates at cost, selling price, and number of units?",D,D,D,A,A,G,0.0488099702,business
1.0,"Paul Murphy wants to have $10,000 in his account after 10 years. If interest is compounded annually at 4%, how much should Mr. Murphy invest now?",F,F,F,F,F,F,0.039467638799999996,business
0.0,"Mr. Torres owns 350 shares of Krescostock paying a quarterly dividend of $1.20 per share, with an extra year-end dividend of $.30 per share. What was his total income from the stock for the year?",A,A,A,A,A,H,0.0393946216,business
0.0,"Assume the following model (from the preceding problem). Y = C + I + G C = 100 + 0.6Y I = 0.2Y - 50i M_D = 0.25Y - 30i M_s = 65 G = 100 whose equilibrium level was found to be 500. Suppose that full employment level of income is 600, so that the desired change is 100. If the money supply is held constant, what change in govern-ment spending will be required to close the deflationary gap?",A,A,A,A,A,F,0.043113047,business
0.0,"The average salary of the Bedford Manufacturing Co. rose 60% during a 10-year period. This rise amounted to $42.50 a week. (a) Find the average weekly salary at the beginning of the 10-year period, and (b) at the end of the 10-year period.",A,A,A,A,A,F,0.045496273799999994,business
1.0,"_______ such as bitcoin are becoming increasingly mainstream and have a whole host of associated ethical implications, for example, they are______ and more ______. However, they have also been used to engage in _______.",A,A,A,A,A,A,0.0396478464,business
1.0,"_______ economy is the term used to describe individuals being hired for a specific task rather than on a long-term basis. While this results in _________ which is beneficial for businesses, issues for those employed in such a manner relate to increased ________, uncertainty and a lack of _______.",A,A,A,A,A,A,0.042573775599999995,business
0.0," The ________ perspective on sustainability resulted from growth models that analysed the carrying capacity of the planet, overall concluding that the finite capacity of the earth and_______, ________ and _______ by current and past generations could reduce quality of life for future generations. This contrasts with the environmental perspective with focuses on the need to maintain and preserve the natural environment.",A,A,A,A,A,B,0.0437998472,business
0.0,"In a business to business context, conflicts of interest can arise in two main ways: conflict of _______ and _______ interests, which might arise, for example, when a firm is hired as a supplier of professional services by another firm or conflict of _________ and ________ interests, such as where an individual's interests may conflict with that of their employer.",B,B,B,B,B,D,0.0397425778,business
1.0,This is a hierarchy of effects or sequential model used to explain how advertising works:,D,D,D,D,D,D,0.037842872,business
0.0,The extent to which a service envelops a product varies according to a number of factors. Which of the following is NOT one of the factors?,G,G,G,G,G,J,0.0373048516,business
0.0,"An important characteristic of services is that they are produced and consumed by people, simultaneously, as a single event. One of the outcomes of this unique process is that it is exceedingly difficult to standardize the delivery of services around the blueprint model. Which characteristic of service is this referred to?",C,C,C,C,C,I,0.039609452,business
1.0,This is the sharing of meaning created through the transmission of information:,D,D,D,D,D,D,0.0392996008,business
0.0,Which one is not an element in the primary activities of a value chain?,J,J,J,J,J,H,0.037796736600000005,business
0.0,What are characteristics of a programmed decision?,C,C,C,C,C,J,0.0379531624,business
0.0,Workers' acceptance of change is characteristic of what type of culture?,A,A,A,A,A,E,0.037944859,business
0.0,"For a two-period binomial model for stock prices, you are given: (i) Each period is 6 months. (ii) The current price for a nondividend-paying stock is $70.00. (iii) u =1.181, where u is one plus the rate of capital gain on the stock per period if the price goes up. (iv) d = 0.890 , where d is one plus the rate of capital loss on the stock per period if the price goes down. (v) The continuously compounded risk-free interest rate is 5%. What is the current price of a one-year American put option on the stock with a strike price of $80.00.",C,C,C,C,C,I,0.04643793759999999,business
0.0,"Let's assume that the 10-year annual return for the S&P 500 (market portfolio) is 10%, while the average annual return on Treasury bills (a good proxy for the risk-free rate) is 5%. Whats the market Treynor Ratio? Return the numeric value between 0 and 1.",C,C,A,C,A,H,0.0395847422,business
0.0,"CheckMate forecasts that its dividend will grow at 20% per year for the next four years before settling down at a constant 8% forever. Dividend (current year,2016) = $12; expected rate of return = 15%. What is the fair value of the stock now?",A,A,A,A,A,F,0.0396698548,business
1.0,"If at the beginning of each month a deposit of $500 is made in an account that pays 8% compounded monthly, what will the final amount be after five years?",E,E,E,E,E,E,0.0395273068,business
0.0,"Suppose the demand curve for oPads is given by $p=\frac{500-x}{10}, What is the elasticity value of this demand function.",C,C,C,C,C,I,0.037638635,business
0.0,"Suppose a monopoly market has a demand function in which quantity demanded depends not only on market price (P) but also on the amount of advertising the firm does (A, measured in dollars). The specific form of this function is Q = (20 - P)(1 + 0.1A - 0.01A^2). The monopolistic firm's cost function is given by C = 10Q + 15 + A. Suppose there is no advertising (A = 0). What output will the profit-maximizing firm choose?",B,B,B,B,B,D,0.04318172420000001,business
0.0,"Mr. Norman Schwartz, age 30, wants to take out a $15,000 insurance policy. What will be his difference in annual premiums between a 20-payment life policy and an ordinary life paid-up-at 65 policy? If he dies at age 62, how much will he have paid in for each policy?",C,A,A,C,A,B,0.039743977800000004,business
0.0,"lf 10% and 20% discounts are both given on the"" Speedway Racing Set"", list-priced at $32, what is the net price?",A,A,A,A,A,I,0.0389339076,business
1.0,What percent of .65% is .42%?,I,I,I,I,I,I,0.0380181536,business
0.0,"A wholesaler was going out of business so he sold merchandise for $1,288 at a loss of 8 percent of his original cost. Find the original cost of the merchandise.",A,A,A,A,A,C,0.039966344200000004,business
0.0,"Pauline DiLorenzo wishes to purchase a store valued at $26,000. She obtains a mortgage for $23,000 at a rate of 5.5% per annum. If her gross income is $3,500 and her expenses are $1,800, what is the return on her investment?",C,C,C,C,C,E,0.040003724,business
0.0,"ABC Corporation shows total assets of $75,000 and total liabilitiesof $52,000. If the Corporation has only 500 shares ofstock outstanding, what is the book value per share?",A,A,A,A,A,H,0.0433369094,business
0.0,Martha Michael spends $360 on her monthly telephone bills. This amounts to 6 (1 / 4) % of her earnings for the year. Find her yearly earnings.,A,A,A,A,A,E,0.039252689800000004,business
0.0,"a frame house, located in a Class A town, insured for $24,000, or the sameframe house, located in a Class B town, insured for thesame $24,000? How much of a difference is there?",A,A,A,A,A,D,0.0394787088,business
1.0,"George put $500 into an account that bears interest at the rateof 8%, compounded quarterly. If he leaves the $500 for fiveyears, how much will he have?",I,I,I,I,I,I,0.039582201,business
0.0,What percent is 131 of 42?,B,B,B,B,B,J,0.0387056594,business
0.0,"Ike Waterman and Sean Cole invested $20,000 and $10,000 respectively in a fast food store. Each partner receives 6% of his investment. The remaining profit is to be shared equally. If the profit last year was $10,400, what was each partner's share?",C,C,C,C,C,E,0.05020826500000001,business
0.0,"An invoice dated March 2 in the amount of $416.50, less 15% and 2(1/2) % with terms of 2% 10-EOM, was paid on April 10. What was the amount remitted in payment?",B,B,B,B,B,E,0.039589926,business
0.0,"Paul Reilly deposited a $5,000 check in his savings and loan association account, which yields 4% interest. It remained there 3 years. Paul can have his interest compounded semiannually or quarterly. Which way will be more profitable to him?",B,B,B,B,B,I,0.03878078220000001,business
0.0,"With the invoice amount of $190.55, and a discount rate of 2% on a partial payment of $90.00, what is the balance due and the discount?",C,C,C,C,C,B,0.0430620258,business
0.0,$ .01(1/4) a share for stocks under $5 a share par value $ .02(1/2) a share for stocks from $5-$10 a share par value $ .03(3/4) a share for stocks from $10-$20 a share par value $ .05 a share for stocks over $20 a share par value Mr. Carr sold 300 shares of stock having a par value of $50 per share. What was the New York State transfer tax?,B,B,B,B,B,D,0.042659031199999996,business
0.0,"New City has an annual budget of $4,221,890.49. Its property has a total assessed valuation of $150,781,803.21. What is the city's tax rate if other estimated receipts total $385,000.",C,C,C,C,C,G,0.0395844518,business
1.0,"A furniture manufacturer wants to find out how many end tables he produced during a certain week. He knows that 8 employees produced 16 end tables each, 21 employees produced 23 each, 7 produced 27 each, and 4 produced 29 each, Find the total number of end 'tables produced during that week.",A,A,A,A,A,A,0.039729529,business
0.0,A television sells for $180. It costs the retailer $136.50. Find the percent markup based on the selling price.,A,A,A,A,A,E,0.038503583599999995,business
0.0,"Find the total earnings of an employee who earns $2.40 per hour with time and a half for more than 8 hours per day if he worked 8 hours on Monday, 7 hours on Tuesday, 9 hours on Wednesday, 9 hours on Thursday, and 10 hours on Friday.",B,B,B,B,B,I,0.0396026466,business
0.0,"The Last National Bank has just approved a loan at an interest rate of 6% for 90 days. If the interest charge on the loan is $36, how much is the principal of the loan?",A,A,A,A,A,J,0.038769662999999996,business
1.0,"What is the future value obtained When $5,000 is saved annually for 20 years at 5% compounded quarterly.",C,C,C,C,C,C,0.0393705804,business
0.0,"On September 1, Mr. Blake received a statement for his checking account. The closing balance on the statement was $1,810.50. Mr. Blake's checkbook shows a balance of $1,685.75. In comparing his check stubs to the statement, he notices that checks for amounts of $60.80, $40.30, and $25.00 did not appear on the statement. Also, the statement lists a service charge of $1.35 which does not appear on his checkbook stubs. Prepare a reconciliation statement for. Mr. Blake.",B,B,B,B,B,G,0.0458765088,business
0.0,"Ringling Brothers Circus recently purchased a new tiger cagefor $1,950. The accountants have decided to depreciatethe cage using the declining balance method with arate of 15%. What will be the book value of the cage in3 years?",A,A,A,A,A,C,0.0397014526,business
1.0,"The assessed valuation of the taxable property in the town of Smithville is $52,384,600. The taxes to be raised are $123,475 for a new local project, $931,442.75 for educational purposes, and $319,878 for health and welfare needs. Find the town's tax rate (a) to thousandths of a percent, (b) in mills per $1 of assessed value (c) in cents per $100 of assessed value, and (d) in mills per $1,000 of assessed value.",B,B,B,B,B,B,0.0619774496,business
0.0,"Florsheimand Co. accepted a 90-day sight draft for $425.00 on October 10. It was discounted on November 1 at 5%. If their bank charged a (1/3)% collection fee, what were the proceeds?",A,A,A,A,A,D,0.039447749,business
0.0,"TencerInc. has estimated its revenue function to be r(x) = 3x^2, where x is the number of years the company has been in business and r(x) is the total revenue earned up to year x in millions. The profit function is f(x) = 2x^2 - 5x +1, f(x) is the total profit earned up to year x. What is the cost accrued over a three year period? What is the rate of change of cost of production by the end of the third year?",A,A,A,A,A,B,0.0454095334,business
1.0,"A draft for $800, due in 3 months and bearing interest at 4(1/2)%, was discounted 60 days before it was due. If the discount rate was 5%, what were the proceeds?",C,C,C,C,C,C,0.0394298586,business
0.0,A water bed sells for $330 cash or $40 down and $10.50 a month for 36 months. Find the annual interest rate charged.,A,A,A,A,A,D,0.038736287800000005,business
1.0,"A tomato cannery has 5000 pounds of grade A tomatoes and 10,000 pounds of grade B tomatoes, from which they will, make whole canned tomatoes and tomato paste. Whole tomatoes must be composed of at least 80 percent grade A tomatoes, whereas tomato paste must be made with at least 10 percent grade A tomatoes. Whole tomatoes sell for $0.08 per pound and paste sells for $0.05 per pound. Formulate a linear program to solve for how much of each product to make, if the company wants to maximize revenue. (Hint: Let x_WA = pounds of A grade tomatoes used in whole tomatoes, x_WB = pounds of B grade tomatoes used in whole tomatoes; the amount of whole tomatoes produced can be found as x_WA + x_WB after x_WA and x_WB are chosen.)",G,G,G,G,G,G,0.0587055838,business
0.2,"In one year Juan earned $30,000. and Don earned $20,000 as free-lance commercial artists. Juan paid $10,000. in taxes. Don paid $6,000. They know that lb + a = T is the linear equation used in computing their tax payments, where I stands for 'income' and T, the amount of tax to be paid. What are the values of the constants a and b?",F,F,F,E,F,E,0.0440285964,business
0.0,A loan is made on December 17 for a time period of 120 days. When is it due (not a leap year)?,B,B,B,B,B,E,0.0381473812,business
0.0,A $39.90 radio can be purchased on the installment plan for $5.00 down and $3.10 a month for a year. What is the annual interest rate for this installment purchase?,B,B,B,B,B,I,0.0390402454,business
0.0,"An electric sign in Times Square cost $4,500. It has an expected life of 11,250 hours after which it will have a scrap value of $450. What is the depreciation charge for a month in which it was used 478 hours?",A,A,A,A,A,G,0.0399461568,business
0.0,"While on a trip to St. Louis, Howard Travers made the following purchases: 10 gal @ 33.9 \textcent 14 gal @ 32.9 \textcent 12 gal @ 31. 9 \textcent 8 gal @ 29.9 \textcent What was the average cost per gallon, to the nearest tenth of a cent?",A,A,A,A,A,F,0.042660809,business
0.0,"The owner of a small store plans on purchasing $1,500 worth of goods to be marked up 40% based on the selling price. Of this he will have purchased $200 worth of ""floor goods"", which will sell for $250. If he is to maintain the desired 40% markup on the total purchase, what markup % is needed on the balance of the purchases?",A,A,A,A,A,J,0.0398907242,business
0.0,"Mr. Carson signed a note as payment for a debt on March 15. If the note had a term of two months, what was its maturity date?",A,A,A,A,A,B,0.0380486716,business
0.0,John Wilson retired at age 62 with average yearly earnings of $5400. His wife was also 62 when he retired. How much do the Wilsons receive each month?,A,A,A,A,A,D,0.04012811100000001,business
0.0,"Mr. Howard owns a house worth $16,500 which is assessed at the rate of 22%. His tax rates are as follows: $.41 per $100 for a local college fund $.02 per $100 for special education $.001 per $100 for health and welfare $.089 per $100 for community construction How much tax does Mr. Howard pay for each of these needs? What was the total tax?",B,B,B,B,B,C,0.043395461600000004,business
0.0,"It has been found that hours of recreation (r) and wages (W) have a direct effect on productivity (P), so that : P =ar+bW. In two surveys it was found that Survey 1P = 170 : r = 51 : W = 136 Survey 2P = 425 : r = 68 : W = 204 What are the values of a and b ?",B,B,B,B,B,H,0.045736275199999996,business
0.0,"A sum of money is borrowed for a term of 1 year, discounted at the rate of 6%. What is the true rate of interest charged? What would the true rate of interest be for the same sum of money discounted at an 8% rate? (Record answers to the nearest tenth of 1%.)",A,A,A,A,A,E,0.0431311916,business
0.8,"Mr. Casey purchased office furniture for $725. It has an estimated salvage value of $25.00 at the end of 10 years. Using the sum-of-the-years-digits method, find the depreciation for the fourth year.",G,A,G,G,G,G,0.0391381952,business
1.0,"Steven Fox is a salesman for the Maxi-Power Vacuum Cleaner Co. He receives $32.50 for each cleaner he sells, plus a 25% commission on all the accessories and supplies he sells. Find his total income for the month during which he sells 14 cleaners and $237.40 worth of accessories and supplies.",A,A,A,A,A,A,0.0427299824,business
0.8,A radio costing $38.00 plus 3% excise tax and 4% sales tax may be purchased for $10.00 down and 3 payments of $11.60. (A) What is the cash price of the radio? (B) What is the installment price of the radio?,A,A,B,A,A,A,0.0462704496,business
0.0,"A bulldozer that the Columbus Construction Co. purchased for $15,500, will have a trade-in value of $2,600 after five years. What is the book value at the end of the first three years, if the company uses the sum-of-the- years-digits method?",A,A,A,A,A,H,0.0395056478,business
0.0,"Mr. Langham decides to take a loan from his bank for $60 at a nominal rate of 6%. If he agrees to repay the loan in equal installments over a period of 15 months, how much will each of the monthly payments be?",A,A,A,A,A,B,0.03882029099999999,business
0.0,A television sells for $226.50. The markup is 30% based on the cost. Find the cost.,A,A,A,A,A,D,0.0388077154,business
0.0,"Assume that some function, K = F (i) is the cost of the production and marketing of a product, and the total cost (K) is solelydependantupon the number of items produced, whereistands for the number of items produced. Then, the average rate of change in cost = {change in total cost / change in number of items) ; (\DeltaK/\Deltai) = [{F(i_2) - F(i_1)} / {i_2 - i_1}]. Suppose the production and marketing cost of a pair of compasses is K = F (i) = 3\surdi . When O \leqi\leq 250. What then, is the average rate of change in cost, (a) fromi= 25 toi= 100 ? (b) fromi= 25 toi= 225 ?",B,B,B,B,B,I,0.058102106,business
0.0,"The Motor-Cade Auto Supply Company is taking inventory for the quarter ending June 30. It discovers that it has150 cans of Q-56 motor oil on hand. Records reveal the following information: Quantity Cost per Can Inventory, April 1 130 $.36 Purchase, April 15 100 $.365 Purchase, May 23 180 $.40 Purchase, June 29 120 $.425 Find the value of this item in their inventory, using the average cost method.",A,A,A,A,A,I,0.043357665999999996,business
0.2,What is the net price of a calculator list-priced at $100.00 and discounted at 40% and 25%?,E,D,C,D,D,C,0.037786791800000004,business
0.0,What are the three differing types of stakeholder theory according to Donaldson and Preston (1995)?,A,A,A,A,A,H,0.0387909154,business
0.0,_______ theory can be described as a code of conduct to which all rational beings should adhere. This contrasts with ________ morality which is the code of conduct adopted by a particular group or society.,F,F,F,F,F,D,0.0380150568,business
0.0," Although the benefit and contribution of civil society in encouraging sustainability, lobbying on important issues and helping the needy are taken for granted in many places, in many other countries, such as _____ and ______ civil society is far less developed than in, for instance, _______.",C,C,D,D,D,F,0.039692323200000004,business
1.0,Which of the following is not one the underlying principles of the corporate governance Combined Code of Practice?,F,F,F,F,F,F,0.03778919099999999,business
0.0," There are three main types of buying situations in an organization, referred to by Robinson, Faris, and Wind (1967) as _____________.",A,A,A,A,A,J,0.0378373972,business
0.0, Which of the following are aimed at providing customers with the peace of mind of knowing that the company they are purchasing from is competitive in price?,A,A,A,A,A,G,0.037848034,business
0.0, These objectives are often the most suitable when firms operate in a market dominated by a major competitor and where their financial resources are limited.,A,A,A,A,A,E,0.038202360399999996,business
1.0,The primary objective of team-based selling is to,H,H,H,H,H,H,0.0391806518,business
1.0," With this pricing approach, the pricing process begins with the customer; not the cost of the product offering:",H,H,H,H,H,H,0.037658848800000005,business
0.0,___________ is based on the idea that customer expectations of the service they will receive shape their perception of the actual service encounter.,B,B,B,B,B,J,0.0376622242,business
1.0,Which one of the following political leaders could not be termed a 'transformational' leader?,I,I,I,I,I,I,0.0382109798,business
0.0,What is a paradigm?,G,G,G,G,G,J,0.038096879400000006,business
0.0,According to Belbin (1981) an extroverted and enthusiastic person fits with what role?,A,A,A,A,A,B,0.0380084242,business
1.0,What is the term for organisational development through a formally designed organisational structure?,A,A,A,A,A,A,0.0379377194,business
0.0,"Carl the clothier owns a large garment factory on an isolated island. Carl's factory is the only source of employment for most of the islanders, and thus Carl acts as a monopsonist. The supply curve for garment workers is given by l = 80w, where l is the number of workers hired and w is their hourly wage. Assume also that Carl's labor demand (marginal revenue product) curve is given by l = 400 - 40MRP_l. How many workers will Carl hire to maximize his profits?",A,A,A,B,B,G,0.0433812262,business
